uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
cf0aaf49-d6d8-40d3-85c3-b80985d8e68a,,HIV stability assessment,Categorization of HIV clients to stable or unstable so as to determine the service delivery model.,Symptom/Finding,Coded,Stable Client;Unstable Client,,OCT:StabilityAssessment,,,,,,,,,,,,,,,,,
bc4ee431-ca40-413d-8b9e-b7fa1abe38f5,,Follow-up visit type,The type of visit a client is expected to have during their next appointment,Procedure,Coded,"Express pharmacy pickup without clinician visit;Follow-up Visit, Regular;Other non-coded",,OCT:FollowupVisitType,,,,,,,,,,,,,,,,,
7b734819-27fb-41bb-af95-f91182c242f2,,Patient Referral,"Referring someone for consultation, review, or further action.",Procedure,Coded,,,OCT:PatientReferral;SNOMED-CT:3457005,,,,,,,,,,,,,,,,,
9109b9f3-8176-4d2f-b47d-82630dcc02ce,,Does the client intend to conceive in the next three months,Intended pregnancy is when the mother indicated that she wants to become pregnant at that time or sooner.,Symptom/Finding,Coded,,,CIEL:160571;OCT:PregnancyIntention,,,,,,,,,,,,,,,,,
166447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Standard pharmacy pickup following clinician visit,,Procedure,N/A,,,CIEL:166447;KenyaEMR:164942,,,,,,,,,,,,,,,,,
166445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Facility group medication distribution,,Procedure,N/A,,,CIEL:166445;KenyaEMR:164946,,,,,,,,,,,,,,,,,
166443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Community medication distribution, healthcare worker led",,Procedure,N/A,,,CIEL:166443;KenyaEMR:164944,,,,,,,,,,,,,,,,,
165619AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cervical cancer screening performed,,Finding,N/A,,,CIEL:165619;SNOMED-CT:268543007,,,,,,,,,,,,,,,,,
164362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cotrimoxazole prophylaxis stop date,,Question,Date,,,CIEL:164362,,,,,,,,,,,,,,,,,
160652AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient not using family planning,,Finding,N/A,,,CIEL:160652,,,,,,,,,,,,,,,,,
160588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pill burden,Reason for noncompliance with treatment,Misc,N/A,,,CIEL:160588,,,,,,,,,,,,,,,,,
160586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Felt better and stopped taking medication,Reason for noncompliance with treatment,Misc,N/A,,,CIEL:160586,,,,,,,,,,,,,,,,,
160584AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lost or ran out of medication,Reason for not complying with treatment,Misc,N/A,,,CIEL:160584,,,,Perdu ou manquÃÂ© de mÃÂ©dicaments,,Medikaman pÃÂ¨di oswa fini,,,,,,,,,,,
160103AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Last CD4 count date,,Finding,Date,,,CIEL:160103;PIH:5497,,,,Date dernier compte CD4,,,,,,,,,,,,,
159835AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,continue,General term for continuing the given care or process,Misc,N/A,,,CIEL:159835;SNOMED-MVP:1598351000105008,,,,,,,,,,,,,,,,,
166444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Community medication distribution, peer led",,Procedure,N/A,,,CIEL:166444;KenyaEMR:164945,,,,,,,,,,,,,,,,,
166448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Antiretroviral treatment refill model,The type of medication delivery used in Kenya for HIV ART distribution.,Question,Coded,"Community medication distribution, healthcare worker led;Community medication distribution, peer led;Express pharmacy pickup without clinician visit;Facility group medication distribution;Standard pharmacy pickup following clinician visit",,CIEL:166448;KenyaEMR:164947,ART refill model,,,,,,,,,,,,,,,,
165618AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cervical cancer screening not performed,,Finding,N/A,,,CIEL:165618;SNOMED-CT:4461000175108,,,,,,,,,,,,,,,,,
e5e99fc7-ff2d-4306-aefd-b87a07fc9ab4,,Cervical cancer screening status,Has the client been screened for cervical cancer,ConvSet,Coded,Cervical cancer screening not performed;Cervical cancer screening performed,,OCT:CervicalCancerScreeening_ConvSet,,,,,,,,,,,,,,,,,
165429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of last cervical cancer screening,,Question,Date,,,CIEL:165429,,,,Date du dernier dÃÂ©pistage du cancer du Col,,Dat dÃÂ¨nye depistaj kansÃÂ¨ kÃÂ²l,,,,,,,,,,,
164361AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cotrimoxazole prophylaxis start date,Question to capture when CTX prophylaxis was started.,Question,Date,,,CIEL:164361,,,,,,,,,,,,,,,,,
163281AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of reported HIV viral load,"The date the viral load was done, as reported by the patient.",Question,Date,,,CIEL:163281,,,,Date pour la charge virale du VIH rapporte,,Dat chay viral VIH malad rapote,,,,,,,,,,,
160589AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Concerned about privacy/stigma,Reason for noncompliance with treatment,Misc,N/A,,,CIEL:160589,,,,PrÃÂ©occupÃÂ© par l'intimitÃÂ© / stigmatisation,,KonsÃÂ¨ne sou vi prive / stigma,,,,,,,,,,,
160587AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Forgot to take medication,Reason for noncompliance with treatment,Misc,N/A,,,CIEL:160587,,,,Vous avez oubliÃÂ© de prendre des mÃÂ©dicaments,,Bliye pran medikaman,,,,,,,,,,,
160585AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Felt too ill to take medication,Reason for noncompliance with treatment,Misc,N/A,,,CIEL:160585,,,,Se sentir trop malade pour prendre des mÃÂ©dicaments,,Te santim twÃÂ² malad pou pran medikaman yo,,,,,,,,,,,
160583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Shares medications with others,Reason for not having sufficient medication,Misc,N/A,,,CIEL:160583,,,,,,,,,,,,,,,,,
159836AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,discontinue,General term for discontinuing the given care or process,Misc,N/A,,,CIEL:159836;SNOMED-CT:421286000,,,,,,,,,,,,,,,,,
159832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,express care program status,The status of the express care program,Misc,Coded,continue;discontinue;re-enroll,,CIEL:159832,,,,,,,,,,,,,,,,,
159376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of reported CD4 count,Date of last CD4 count done for the patient as reported (rather than recorded as test result).,Question,Date,,,CIEL:159376;PIH:3461;SNOMED-MVP:1593761000105001,,,,Date rapporte pour le compte de CD4,,Dat pou kont total CD4,,,,,,,,,,,
5497AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CD4 count,Measure of CD4 (T-helper cells) in blood,Test,Numeric,,,AMPATH:5497;CIEL:5497;IMO-ProcedureIT:923416;LOINC:24467-3;org.openmrs.module.mdrtb:CD4 COUNT;PIH:5497;SNOMED-CT:313660005,CD4,,,NumÃÂ©ration des lymphocytes CD4,,Nivo CD4,,,,1497,,99,445,cells/uL,,0,
5329AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV staging - adult herpes zoster,WHO Stage 2 Conditions - Herpes Zoster (Within Last 5 Years),Diagnosis,N/A,,,AMPATH:5329;CIEL:5329;PIH-Malawi:5329;SNOMED-CT:422127002,,,,,,,,,,,,,,,,,
5327AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Asymptomatic HIV infection,WHO Stage 1 / CDC Category N Conditions - Asymptomatic HIV Infection,Diagnosis,N/A,,,AMPATH:5327;CIEL:5327;IMO-ProblemIT:512234;SNOMED-CT:91947003,,,,Infection asymptomatique VIH,,Enfeksyon VIH san semptom,,,,,,,,,,,
1941AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Blood drawn for CD4 count,This is a concept to document the workflow step of drawing blood from a patient to run a CD4 test. It does not document the order or the result of the test.,Question,Coded,,,CIEL:1941;SNOMED-CT:82078001,Blood for CD4,,,Prise de sang pour CD4,,Pran san pou tes cd4,,,,,,,,,,,
1259AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Change regimen,Answer on encounter form.  Implies that a patient will receive a change in their current drug regimen.,Misc Order,N/A,,,AMPATH:1259;CIEL:1259,,,,,,,,,,,,,,,,,
1257AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Continue regimen,Answer on encounter form.  Implies that a patient will continue on the same drug regimen as previously described.,Misc Order,N/A,,,AMPATH:1257;CIEL:1257;PIH:1257;SNOMED-CT:266714009,,,,,,,,,,,,,,,,,
1223AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,WHO stage 4 peds,Convenience set.,ConvSet,N/A,,,AMPATH:1223;CIEL:1223;SNOMED-MVP:12231000105006,,,,,,,,,,,,,,,,,
1207AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,WHO stage 4 adult,Convenience set.,ConvSet,N/A,,,AMPATH:1207;CIEL:1207;PIH:1207;SNOMED-CT:103418009,,,,OMS stade 4,,OMS granmoun stad 4,,,,,,,,,,,
1115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Normal,General descriptive answer.,Misc,N/A,,,AMPATH:1115;CIEL:1115;SNOMED-CT:17621005,,Normal,,Normale,,NÃÂ²mal,,,,,,,,,,,
981AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dosing change,Medication dose/quantity alteration.,Finding,N/A,,,AMPATH:981;CIEL:981;PIH:1258,,,,,,,,,,,,,,,,,
965AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Currently using birth control,"Question on encounter form:  ""Is the patient or their partner currently using any form of family planning?",Question,Boolean,,,AMPATH:965;CIEL:965;SNOMED-MVP:9651000105005,,,,Utlisation de contraception,,Metod planin,,,,,,,,,,,
5338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV staging - tuberculosis within year,"WHO Stage 3 Conditions - Tuberculosis, Pulmonary (Within Previous Year)",Diagnosis,N/A,,,AMPATH:5338;CIEL:5338;SNOMED-MVP:53381000105001,,,,,,,,,,,,,,,,,
5334AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Candidiasis, oral",Fungal infection of the mouth.  Also the WHO Stage 3 Condition - Oral Candidiasis (Thrush).,Diagnosis,N/A,,,AMPATH:295;AMPATH:296;AMPATH:5172;AMPATH:5334;AMPATH:5542;CIEL:5334;IMO-ProblemIT:26007;IMO-ProblemIT:26010;PIH:5334;PIH-Malawi:7545;SNOMED-CT:79740000,,,,"Candidose, bucco-pharyngÃÂ©e",,,,,,,,,,,,,
5332AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Weight loss less than ten percent,WHO Stage 2 Conditions - Weight Loss <= 10% of Body Weight,Diagnosis,N/A,,,AMPATH:5332;CIEL:5332;SNOMED-MVP:53321000105000,,,,Perte de poids (<10%),,Pet pwa <10%,,,,,,,,,,,
5330AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV staging - minor mucocutaneous manifestations,WHO Stage 2 Conditions - Minor Mucocutaneous Manifestations,Finding,N/A,,,AMPATH:5330;CIEL:5330;SNOMED-MVP:53301000105008,,,,,,,,,,,,,,,,,
5328AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV staging - persistent generalized lymphadenopathy,WHO Stage 1 Conditions - Persistent Generalized Lymphadenopathy (PGL),Finding,N/A,,,AMPATH:5328;CIEL:5328;SNOMED-CT:95892003,,,,PHASE VIH - Lymphadenopathie chronique persistante,,VIH STAD - Persistent adenopati kwonik,,,,,,,,,,,
825AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hepatosplenomegaly,Coincident enlargement of the liver and spleen.,Finding,N/A,,,3BT:10040740;AMPATH:2209;AMPATH:825;CIEL:825;ICPC2:D23;IMO-ProblemIT:86340;SNOMED-CT:36760000,,hepatoesplenomegalia,,,,,,,,,,,,,,,
819AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cannot afford treatment,Patient unable to pay for treatment.,Finding,N/A,,,AMPATH:819;CIEL:819;SNOMED-MVP:8191000105002,,No puede costear el tratamiento,,Pouvez pas offrir un traitement,,Pa kapab peye tretman,,,,,,,,,,,
5012AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV staging - recurrent upper respiratory infection,"WHO Stage 2 / CDC Category A - Recurrent Or Persistent URIs, Sinusitis, Or Otitis Media",Finding,N/A,,,AMPATH:5012;CIEL:5012;SNOMED-MVP:50121000105006,,,,,,,,,,,,,,,,,
1778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Treatment or procedure not carried out due to fear of side effects,Treatment or medication not taken/given due to patient's fear about side effects.,Finding,Boolean,,,CIEL:1778;SNOMED-MVP:17781000105003,,,,Traitement ou intervention non suivi pour cause d'effets indÃÂ©sirables,,Tretment oswa pwosedi ki pa fÃÂ¨t akÃÂ²z lapÃÂ¨ efÃÂ¨ segondÃÂ¨,,,,,,,,,,,
1754AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Medications unavailable,Drugs/medications unavailable for use to treat patient. A reason for not receiving/taking medications.,Question,Coded,,,CIEL:1754;PIH:1761;SNOMED-CT:182856006;SNOMED-MVP:17541000105004,Meds Unavailable,,,MÃÂ©dicaments non disponibles,,Medikaman pa disponib,,,,,,,,,,,
1360AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Requests family planning information,,Question,Boolean,,,CIEL:1360;SNOMED-MVP:13601000105006,Wants Fam Planning,,,Demande d'information sur le planning familial,,,,,,,,,,,,,
160653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Family planning status,The current family planning status of the patient/client.,Question,Coded,Currently using birth control;Patient not using family planning;Requests family planning information,,CIEL:160653,,,,,,,,,,,,,,,,,
1260AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Stop all,Answer on encounter form.  Implies that a patient will stop all forms of a drug at a particular patient encounter.,Misc Order,N/A,,,AMPATH:1260;CIEL:1260;PIH:1260,,,,,,,,,,,,,,,,,
1256AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Start drugs,Answer on encounter form.  Implies that a patient will be started on drugs for that particular encounter.,Misc Order,N/A,,,AMPATH:1256;CIEL:1256;PIH:1256;SNOMED-MVP:12561000105002,,,,,,,,,,,,,,,,,
1277AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cryptococcal treatment plan,Question on encounter form. Collects information related to cryptococcal drug therapy plans.,Question,Coded,Continue regimen;Start drugs;Stop all,,AMPATH:1277;CIEL:1277,,,,,,,,,,,,,,,,,
1261AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,PCP prophylaxis plan,Question on encounter form.  Collects information related to pneumocystis drug therapy plans.,Question,Coded,Change regimen;Continue regimen;Dosing change;Start drugs;Stop all,,AMPATH:1261;CIEL:1261,,,,,,,,,,,,,,,,,
1222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,WHO stage 3 peds,Convenience set.,ConvSet,N/A,,,AMPATH:1222;CIEL:1222;SNOMED-MVP:12221000105008,,,,,,,,,,,,,,,,,
1116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abnormal,General descriptive answer.,Misc,N/A,,,AMPATH:1116;AMPATH:514;CIEL:1116;SNOMED-CT:263654008,,Anormal,,AbnormalitiÃÂ©s/Anormal,,AnÃÂ²mal,,,,,,,,,,,
162737AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Physical exam outcome,"General outcome of physical exam, whether any abnormalities were detected.",Question,Coded,Abnormal;Normal,,CIEL:162737,,,,,,,,,,,,,,,,,
856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV viral load,This is a measure of the number of copies/ml of DNA/RNA in patients with HIV.,Test,Numeric,,,AMPATH:856;CIEL:856;IMO-ProcedureIT:929811;SNOMED-CT:315124004,,,,VIH charge virale,,,,,,,,,,copies/ml,,0,
820AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transport problems,Patient has difficulties with transport to health care center.,Finding,N/A,,,AMPATH:820;CIEL:820;SNOMED-CT:266934004,,,,,,,,,,,,,,,,,
730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CD4%,Percentage of T-helper lymphocytes.,Test,Numeric,,,AMPATH:5498;AMPATH:730;CIEL:730;IMO-ProcedureIT:32917475;SNOMED-CT:313938009,,,,Taux CD4,,To CD4,,100,,60,,,30,%,,0,
102AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Toxicity, drug","Adverse reaction to a drug (oral, parenteral, topical).",Diagnosis,N/A,,,AMPATH:102;CIEL:102;IMO-ProblemIT:381740;SNOMED-CT:7895008,,efecto adverso,,ToxicitÃÂ© au mÃÂ©dicaments,,Medikaman toksik,,,,,,,,,,,
160582AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reason for poor treatment adherence,,Question,Coded,"Cannot afford treatment;Concerned about privacy/stigma;Felt better and stopped taking medication;Felt too ill to take medication;Forgot to take medication;Lost or ran out of medication;Medications unavailable;Other non-coded;Pill burden;Shares medications with others;Toxicity, drug;Transport problems;Treatment or procedure not carried out due to fear of side effects",,CIEL:160582;PIH:3140,,,,Raison pour mauvaise adhÃÂ©sion au traitment,,Rezon pou move aderans tretman,,,,,,,,,,,
152952AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Environmental Allergies,,Diagnosis,N/A,,,CIEL:152952;IMO-ProblemIT:602827;SNOMED-CT:426232007,,alergia ambiental,,Allergies environnementales,,AlÃÂ¨ji anviwonman,,,,,,,,,,,
141760AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Drug Allergy,Immunologically mediated adverse reactions to medicinal substances used legally or illegally.,Diagnosis,N/A,,,CIEL:141760,,alergia medicamentosa,,Allergie aux mÃÂ©dicaments,,AlÃÂ¨ji dwÃÂ²g,,,,,,,,,,,
139994AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Food Allergy,"Gastrointestinal disturbances, skin eruptions, or shock due to allergic reactions to allergens ingested in food.",Diagnosis,N/A,,,CIEL:139994,,alergia alimentaria,,Allergie alimentaire,,AlÃÂ¨ji ak manje,,,,,,,,,,,
7f91dd90-f0db-4970-91c7-90091329c755,,Allergic reaction to,,ConvSet,Coded,Drug Allergy;Environmental Allergies;Food Allergy,,OCT:Allegen,,,,,,,,,,,,,,,,,
3d48768d-80cd-46df-a065-9287b9888eb0,,Reason for Poor adherence - HAART,,ConvSet,Coded,Reason for poor treatment adherence,,OCT:ReasonPoorAdherence - HAART,,,,,,,,,,,,,,,,,
b4556aaa-8574-446f-a750-2146713c6630,,Reason for Poor adherence - prophylaxis Pneumocystis Pneumonia,,ConvSet,Coded,Reason for poor treatment adherence,,OCT:PoorAdherencePCP,,,,,,,,,,,,,,,,,
162822AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Moderate to severe,,Misc,N/A,,,CIEL:162822;SNOMED-CT:371924009,,,,,,,,,,,,,,,,,
162678AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Worse,Qualifier term to mean less than previous status.,Misc,N/A,,,CIEL:162678;SNOMED-CT:231877006,,,,Plus grave,,Pi mal,,,,,,,,,,,
162546AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fish,Organism,Misc,N/A,,,CIEL:162546;SNOMED-CT:90580008,,,,Poisson,,Pwason,,,,,,,,,,,
162544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chocolate,Food made from cocoa,Misc,N/A,,,CIEL:162544;SNOMED-CT:102262009,,,,Chocolat,,Chokola,,,,,,,,,,,
162176AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Soya bean,,Misc,N/A,,,CIEL:162176;SNOMED-CT:256355007,,,,,,,,,,,,,,,,,
165996AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Symptom name, uncoded (text)",,Symptom,Text,,,CIEL:165996,,,,,,,,,,,,,,,,,
165341AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,New sign/symptom,Whether the patient's sign or symptom was newly described (during this encounter),Question,Coded,,,CIEL:165341,,,,,,,,,,,,,,,,,
162821AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mild to moderate,,Misc,N/A,,,CIEL:162821;SNOMED-CT:371923003,,,,,,,,,,,,,,,,,
162819AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fatal,,Misc,N/A,,,CIEL:162819;SNOMED-CT:399166001,,,,,,,,,,,,,,,,,
162679AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unchanged,Qualifier,Misc,N/A,,,CIEL:162679;SNOMED-CT:260388006,,,,InchangÃÂ©,,pa chanje,,,,,,,,,,,
162677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Better,Qualifier,Misc,N/A,,,CIEL:162677;SNOMED-CT:162497004,,,,Mieux,,Pi bon,,,,,,,,,,,
162676AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Symptom progression,Qualitative description of symptom progression or status.,Finding,Coded,Better;Unchanged;Worse,,CIEL:162676,,,,,,,,,,,,,,,,,
162547AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milk protein,,Misc,N/A,,,CIEL:162547;SNOMED-CT:10827009,,,,ProtÃÂ©ines du lait,,Pwoteyin lÃÂ¨t,,,,,,,,,,,
1869AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sign/symptoms onset (quantitative),Numeric measure of time of onset of symptom from beginning of illness or other mark of time.,Question,Numeric,,,CIEL:1869;SNOMED-MVP:18691000105009,,,,,,,,,,,,,,,,0,
1841AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Slowly,"General response to a timing question. Slowly, gradually, over many days, would be characterized with this value.",Misc,N/A,,,CIEL:1841;SNOMED-CT:419443000,Slowly,,,Lentement,,,,,,,,,,,,,
1839AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Suddenly,"General response to a timing question. Sudden, very fast, abrupt would be characterized using this value",Misc,N/A,,,CIEL:1839;SNOMED-MVP:18391000105003,Suddenly,,,soudainement,,,,,,,,,,,,,
1731AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sign/symptom duration,The numeric value of the duration of the sign or symptom.,Question,Numeric,,,CIEL:1731;PIH:1294;PIH:2160;PIH:2161;SNOMED-CT:162442009,Sign/symptom duration,,,DurÃÂ©e des symptÃÂ´mes,,,,,,,,,,,,0,
1729AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sign/symptom present,Whether the sign or symptom is/was present,Question,Coded,,,CIEL:1729;PIH:1293,sign/symptom?,Signo / sintoma presente,,Presence d'un signe/symptome,,Siy/sentÃÂ²m prezan,,,,,,,,,,,
1840AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fast,"General response to a timing question. Fast, quickly, over one day would be characterized using this value.",Misc,N/A,,,CIEL:1840;SNOMED-CT:277748003,Fast,,,rapidement,,,,,,,,,,,,,
1838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sign/symptoms onset (qualitative),The onset of signs or symptoms,Question,Coded,Fast;Slowly;Suddenly,,CIEL:1838;SNOMED-CT:162461008,,,,,,,,,,,,,,,,,
1728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sign/symptom name,The name of the sign or symptom.,Misc,Coded,,,CIEL:1728;PIH:1293,sign/symptom,,,Nom des symptÃÂ´mes,,Non siy/sentÃÂ²m,,,,,,,,,,,
37078a69-0ddb-4533-a971-f2be3bf1177d,,Regimen Change - Other,Another reason a clients regimen was changed/switched,Question,Text,,,OCT:Other-RegimenChange,,,,,,,,,,,,,,,,,
c2d57bcb-02f2-457d-af05-8d759a1457a7,,Fluconazole Stop Date,Date Fluconazole prophylaxis /Treatment for Cryptococcal meningitis was stopped,Question,Date,,,OCT:FluconazoleStopDate,,,,,,,,,,,,,,,,,
5ac4300a-5e19-45c8-8692-31a57d6d5b8c,,Fluconazole Start Date,The date Fluconazole for Cryptococcal meningitis was commenced,Question,Date,,,OCT:FluconazoleStartDate,,,,,,,,,,,,,,,,,
6ed9f792-b743-48e2-b36e-0e7e1caad3eb,,Does the patient have any known allergies,Does the patient have any known allergies,Question,Coded,,,OCT:KnownAllergies,,,,,,,,,,,,,,,,,
164435AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other patient decision,,Misc,N/A,,,CIEL:164435,,,,,,,,,,,,,,,,,
163545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Last HIV viral load,This is the most recent viral load test results. HIV viral load is the measure of the number of copies/ml of DNA/RNA in patients with HIV.,Test,Numeric,,,CIEL:163545;SNOMED-CT:315124004,,,,DerniÃÂ¨re charge virale du VIH,,DÃÂ¨nye chaj viral VIH,,,,,,,,,,0,
163403AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Previously hospitalized,Patient was hospitalized (had inpatient stay) in past.,Question,Coded,,,CIEL:163403,,,,Hospitalisation antÃÂ©rieure,,EntÃÂ¨ne lopital deja,,,,,,,,,,,
162871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Adverse event reported,,Question,Coded,,,CIEL:162871,,,,,,,,,,,,,,,,,
162693AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Life threatening severity,,Misc,N/A,,,CIEL:162693;SNOMED-CT:442452003,,,,,,,,,,,,,,,,,
162642AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Severity of symptom,Level of severity of symptom,Question,Coded,Life threatening severity;Mild;Moderate;Severe,,CIEL:162642;SNOMED-CT:405162009,,,,,,,,,,,,,,,,,
161557AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Partner HIV tested,Has the client's partner received on-site HIV testing?,Question,Coded,,,CIEL:161557,,,,testÃÂ© partenaire VIH,,PatnÃÂ¨ VIH teste,,,,,,,,,,,
160739AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Antiretroviral treatment stop date,,Question,Date,,,CIEL:160739,,,,,,,,,,,,,,,,,
160018AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Treatment never started - patient refused,,State,N/A,,,CIEL:160018,,,,Traitement jamais commencer - patient refus,,Tretman pa janm kÃÂ²manse - pasyan refize,,,,,,,,,,,
160016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Planned treatment interruption,,Misc,N/A,,,CIEL:160016,Planned rx interruption,,,,,,,,,,,,,,,,
159598AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Non-compliance with treatment or therapy,Not following the prescribed course of therapy or not taking prescribed medicines.,Finding,N/A,,,CIEL:159598;SNOMED-CT:275936005,,,,Le non-respect d'un traitement ou d'une thÃÂ©rapie,,Ki pa konfÃÂ²m avÃÂ¨k tretman oswa terapi,,,,,,,,,,,
159406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fair,"Degree of finding, pertaining to a class fair.",Misc,N/A,,,CIEL:159406,,,,,,,,,,,,,,,,,
165613AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Partner notified about sexually transmitted infection status,,Question,Coded,,,CIEL:165613;KenyaEMR:164935,,,,,,,,,,,,,,,,,
